id,Q,A
77563,그래도 칼로 하는 거라 많이 아플 것 같은데,아프겠지만 조금만 참으면 이뻐질 수 있잖아 키키
77632,어휴 회식 때 나쁜 꼰대들 이상한 소리 안 하나 잘 봐,웅웅 직장 생활 힘들다~
77636,그러게... 그리고 이번 코로나같이 또 감염병 유행하면...걱정되네,마쟈 그건 그래 먹고 살기 힘들어~!1 : 이번에 내 사촌 동생 제대했음 키키
77651,마쟈 그게 정답이지 지 하기 나름이지,그리고 솔직히 지금 코로나라서 취업 힘들다고 하는데 전자계열은 그런 어려움은 없는 것 같아
77652,그렇겠네 수능 끝나고 그때도 진로 못 정하고 있으면 말해줘야겠다,웅웅 동생 많이 힘들겠다
77723,의료진도 많이 힘들겠지만 그래도 관리 부실인 건 인정해야 됨 ㅠ,그래서 그 유통기한 지난 백신 맞은 사람들은 어떻대?
77729,탈레반 입장에서 아프가니스탄 정부를 매국노집단으로 보고 있음,헐 매국노? 왜 나라 팔아먹었나
77730,"미국이랑 붙어 먹고 나라, 이슬람 종교 팔아먹었다고 생각하고 지금 미군이 없으니 나라 장악하려고 함",헐 그래서 얼마 전에 아프가니스탄 피난민들 한국에 입국했구나
77745,오 웬일이냐 꾸준히 하게 키키 할만해?,키키 힘들어 할 때마다 새롭고 힘들다
77797,키키 서울에서 더 힘드네 키키,차라리 살려면 지방 가는 게 나은 거 같음1 : 버스 타고 지하철 타고 가 너무 힘들어 키키
77846,나보다 먼저 하늘나라로 가겠지만 ㅠㅠ,그게 좀 슬프긴 함... 평생이 없으니
77867,키키 하긴 그거 힘들어 보였어 키키,폰은 난 못 하겠더라 이제
77982,예능 보고 슬프기 쉽지 않은데... 그 힘든 걸 하나 보네?,맞아 전우애도 감동적임
77983,키키 맞아 전우애는 여자들은 어디서 경험하기 힘들잖아 ㅜㅜ,맞아 잘 모르는데 그거 보면 간접 체험 키키 멋있다 우리 군인들
77997,역시 그게 좋겠지? 둘이 힘들긴 하겠지만 그게 행복도 두 배이긴 하겠지?,맞아 ! 난 세 명도 좋음 사실 ㅋ
77998,난 옛날에 쌍둥이 낳고 싶다고 그랬었는데 키키,오 인정 쌍둥이 ! 근데 힘들겠당
78066,암튼 그런 뉴스가 오늘 뜨더라...,지방 흡입 ... ? 다이어트 힘들어 ㅠㅠ
78246,그렇긴 한데 들고 오려면 무겁잖아 ㅜ,그건 그래 ㅜㅜ 그래도 배송 기간 기다리기 힘들어서 ㅜ
78262,진심으로? 10번이나 볼 정도로?,나도 그런 아프고 기억에 남는 사랑해 보고 싶어
78268,진짜 이도 저도 못하는 상황 아닐까... 말 그대로 빼박 키키,그런 사랑은 하지 말아야 하나~ 마음 아프다1 : 요 앞에 카페 새로 생겼더라?
78305,그러게 근데 훈련이 힘든데 공부할 체력이 될지 모르겠어,그치 훈련 마치고 나면 진짜 힘들긴 하겠다
78345,왜? 발 아파서? 미끄러워서?,올라가는 건 크게 힘들지 않거든? 근데 내려가는 게 진짜 발톱 쪽이 진짜 아파
78504,나는 폐가 안 좋아서 조금 힘들어 근데 예전에 엄마 따라다닐 때 은근 재밌었던 것 같기도,등산 재밌어 누구 같이 갈 사람 없나
78532,맞아 난 아직까지 비 온다고 관절이 아프진 않는듯 평소에 항상 시원찮아서,에이 우린 아직 비 온다고 아플 나이는 아니지
78603,아 진짜? 대출을 막아 놨어? 그러면 어디서 돈을 구해 ㅜㅜ,그래서 진짜 힘들어질 거 같아
78620,그러니까 키키 진짜 야근 수당 안 챙겨주는 곳도 많고,야근 수당 있어도 하기 싫은 게 야근인데 ㅠ 없으니 얼마나 슬프냐구
78628,진짜 다행이긴 한데 얼마나 더 그런 일이 많겠어 ㅜㅜ,군대가 상사 명령에 복종하는 게 기본인데 진짜 그런 거 당하면 고통스럽고 해결도 안 될 거 같긴 해
78632,맞아 ㅜㅜ 피해자는 더 고통 받고 가해자는 그냥 살아가고 이게 뭐임 ㅜㅜ,거기다 상사가 괴롭히는 거면 그걸 어떻게 고발하겠어...
78633,맞아 ㅜㅜ 피해자는 더 고통 받고 가해자는 그냥 살아가고 이게 뭐임 ㅜㅜ,무서워서라도 못할 거 같긴 해
78648,정말 키키 진짜 니를 여기 붙잡아 주는 좋은 사람이다 키키,최근에 사수가 퇴사한다고 했을 때 정말 슬프더라 ㅠ
78662,그러니까 키키 그 골든리트리버? 그거 키우고 싶다고 난리,그렇게 큰 강아지를 어디서 어떻게 키우려구 ㅠ 힘들다
78666,엉 키키 좋아는 하는데 내가 키우기는 싫어 키키,진짜 어떻게 키울 거야 ㅠ 힘들어 힘들어
78712,와... 진짜 거세해야 한다 미친놈들,눈에는 눈 이에는 이처럼 진짜 똑같이 죽였으면 좋겠어1 : 아프간에 중국이 먼저 손 내밀었네 국제 관계가 어떻게 되는 건지
78763,그러니까 키키 그때는 회사에서 해줬는데 프리랜서는 이래서 슬프구만 키키,키키 맞아 회사에서 해주는 거 은근히 좋더라구1 : 저 오늘 저녁 먹고 갈게요~
78764,그러니까 키키 그때는 회사에서 해줬는데 프리랜서는 이래서 슬프구만 키키,어디서 먹고 오는데?
78815,애기 봐 주러 매주 가셨잖아요 키키,이번 주는 힘들어서 가기 싫으네~
78819,뭐 자기 새끼 자기가 키워야지…,누나도 힘들긴 힘들 텐데~
78962,그렇겠지? 힘들어서 그 말도 안 들리나 봐,오... ㅠㅠ 키키 근데 진짜 잔업은 너무 힘든 것이죠 ㅠㅠ
78963,힘들지 무거운 것도 들고 하나 봐,에엥... 진짜 너무하다 ㅠㅠ
78964,힘들지 무거운 것도 들고 하나 봐,어무니 진짜 아프신 덴 없으세요?
78970,아저씨가 볼 때 이건 하면 더 했지,아 진짜요? 와... 진짜 군인들 힘들겠따 ㅠㅠ
78974,보지 마 기분만 안 좋지 뭐,ㅠㅠ 진짜 군인들 힘들다...
78993,어디 아프셨나?,그건 아니지 싶은데 모르겠어요?
78994,어디 아프셨나?,너무 어릴 때라서 기억이 안나요 키키
79003,이 세상에 없을 수도 있어,키키 아니... 그건 너무 슬프잖아여 ㅠㅠ
79032,아저씨는 나이 많으니까 **가 한번 도전해 봐,오... 근데 저는 돈이 없어서 힘들 것 같은데여? 키키1 : 돈이 없어서 여행은 어떻게 가
79162,아 이런 그런 분 있으면 정말 좋을 텐데 ㅜㅜ,다들 지쳐 있고 다들 힘들어 하고 키키
79184,오 언니가 다 케어 해줘요? 키키,아니 키키 동생도 다 큰 성인인데 케어 힘들어 키키
79190,하하 안 돼요 그러면 제 방은 쓰레기통이 될 것 같아요,키키 아 어 의도가 좀 키키 그런 의도?1 : 육아가 진짜 힘들어 보이더라고요 ㅜㅜ
79256,그런가 봐요 우발적인 건지 뭔지 모르겠지만 어휴,남아 있는 가족들 너무 억울하고 슬프고 분해서 살기 힘들 거 같애
79271,그것도 그래요 하하 살 찌는 것도 힘들죠,응 키키 난 먹어서 찌는 게 스트레스야 키키
79342,키키 아 진짜? 그런데 스케줄이라서 힘들겠다,키키 맞아 시간이 왔다 갔다 하다 보니 ㅠㅠ
79346,헐? 뭐야 아니 너무 위험한 거 아니가? 키키,키키 진짜 너무 힘들어서 길바닥에서 잠시 잤어... 키키
79373,그러니까 진짜 같이 맞으러 가기로 해서 억지로 설득했다 키키,그래 설득 잘했다... 그래도 맞는 게 더 낫지 않겠나...1 : 육아가 진짜 힘들긴 한 가봐 룽지 육아는 어때 키키
79374,그러니까 진짜 같이 맞으러 가기로 해서 억지로 설득했다 키키,룽지 육아도 힘들지...
79376,와 진짜 니가 대단하다,키키 나 비 진짜 싫어하는데 가잖아... 진짜 힘들었어...
79455,나 몰라 한번 보고 책상 밑에 쑤셔 놨어 키키,키키 슬프네... 그래도 30% 넘진 않았다
79482,아 그래? 문과가 취업은 힘들긴 함,엉... 문송해서 죄송합니다... ㅠㅠ 이거 맞나? 키키1 : 우리 야근 하는데 음식 뭐 먹을까?
79483,아 그래? 문과가 취업은 힘들긴 함,비 오니깐 배달 시켜 먹자.
79494,그니깐 청약 당첨 되면  피 받고 팔 수 있으니깐... 무조건 듯이 신청 하는 거야.,우리 같은 월세 살이 들은 정말 힘들다.
79514,그러게 말야. 자기네 회사는 그거 만들 때 어땠어?,"말도 마. 우리도 정말 힘들게 만들었는데, 그래도 지금 자기네 회사처럼은 아니야...ㅎ"
79515,와 정말 힘들다. 중간에서 우리 부서가 이 업무 다 총책이라서.ㅠ,"고생한다. 얼른 담당자들이 원하는데로 개발자들이 만들어주길 바래 ㅠ1 : 너, 요즘 어딜 그렇게 돌아다니느라 바쁜 거냐?"
79516,와 정말 힘들다. 중간에서 우리 부서가 이 업무 다 총책이라서.ㅠ,"아니, 군대 동기 녀석들이 자꾸 보자구 해서 약속이 자주 있네..."
79535,이런 건 혼자 독학 할려고 해도 그런 팁들이 있을 테니 혼자는 힘들겠다... 얼른 학원 등록해~,그리고 속눈썹 연장 하는 거 그런 것도 있다고 하더라.
79632,그니깐 정말 한 분 한 분 돌아가실 때마다 너무 마음이 아프다.,그니깐 해결 되는 것도 못 보시고 돌아 가시는 거라 ㅠ
79643,고통은 없고? 시술해도 안 아프대?,엄청 아파서 제발 마취해 달라고 할 정도로 아프긴 한데 효과는 직빵이라고 하더라구
79646,아프다고 하니깐 걱정된다... 그래도 예뻐지니 참고해봐~,응 그래야지~ 인내심을 갖고 참아야지. ㅋ
79653,하루 종일 담 걸려서 고생하는 거 너무 힘들어 ㅠ,어쩌다가 담이 걸린 거야? 왜 이렇게 자주 걸리는 거지?
79655,모르겠어 갑자기 씻다가 아~! 하는 외마디 비명과 함께 어깨 쪽이 너무 아파.,뭐만 아프면 운동 부족이라고 하긴 하는데 ㅋ
79656,몸이 완전 굳어버린 느낌이야.,"응 치료 받고 오고, 이제 그만 아프자 ㅠ"
79727,난 21개월도 ㅠㅠ 지옥이었는데.,복무하는 사람도 힘들지만 사회에서 기다리는 사람도 힘들지.
79746,언니 장거리 어때?,장거리 연애 진짜 많이 해봤는데 역시나 힘들군.
79750,항상 돈이 있으면 시간이 없고 시간이 있으면 돈이 없어.,"인생이 이런 걸까, 넘 힘들군..."
79818,원래 호흡기 쪽이 안 좋은데 숨쉬기 힘들어 하네.,병원 가봐야 하는 거 아니야?
79856,키키 그래. 그러면 오늘 당장 예약해야겠다.,응응 얼른 예약해! 늦으면 자리 없다아1 : 이사하는 거 힘들다...
79860,서울에서 아파트 구하기는 힘들고... 집주인 눈치 보면서 있을 바에 경기도로 이사 가자! 생각을 해버렸어,남편이 흔쾌히 허락했네? 좋다
79888,아하 되게 간단했네. 난 특별할 줄 알았어.,응응 되게 간단하지?1 : 아... 학원 다니기 힘들다...
80034,근데 테슬라도 1억을 호가하더라 키키 넘 비싸ㅠㅠ,아진짜 계약이 중요하구나 그런게 진짜 힘들지ㅠ
80035,해외 출장도 많이 다녔었는데 회식도 힘들고,맞어 그때는 언니 일본도 자주 갔었는데 ... 회식 곤욕 ㅠ
80085,그거는 또 둘만 하니까 코로나 위험도 덜하겠다,아 맞네 키키 벽에 공 치면서 하던데 와... 힘들듯
80135,나는 눈썹 시술도 아프더라ㅠㅠ,관상적으로도 좋구 아프다고 하더라ㅜㅜ
80155,또 어떤 쇼핑몰은 235사면 작아서 발 아프고 키키 사이즈가 제각각이더라고,아 그렇긴 해 쇼핑몰마다 조금씩 달라서 ㅠ1 : 윤계상 배우 결혼하는 거 알아? 키키
80156,또 어떤 쇼핑몰은 235사면 작아서 발 아프고 키키 사이즈가 제각각이더라고,아 진짜? 기사로 봤던 것 같아
80183,매매값 올랐단 말 들을 때마다 배 아프다ㅠㅠ,아니 막 그렇게 죽어라 집 사야지 그런 마음이 없었는데 요즘은 가끔 아 이러다 내 집 못 갖는 거야? 싶다니깐
80204,급여는 적어도 노후가 안정적이니까 부럽더라고,그렇지 빨리 마치고 직장 상사 스트레스 없고 근데 그러고 보니 되기가 힘들잖아?
80223,그치 이번에 안 좋은 일 겪으면서 형제가 없으니까 좀 막막했어,나도 어머니 아프셨을 때 진짜 남매나 형제 간절해지더라 역할 분담
80312,피부과 시술은 아프니까 그게 젤 고민... 두 번째는 비용 ㅠㅠ,내가 가는 덴 피부과 전문의 선생님이 하는 덴데 비용도 많이 안 비싸고 잘해1 : 나이 먹으니까 피부 뿐만이 아니라 몸이 예전 같지가 않당
80313,피부과 시술은 아프니까 그게 젤 고민... 두 번째는 비용 ㅠㅠ,그거야 말해봐야 입 아프지 다~ 예전과는 달라 키키
80314,위장 쪽 질병에 경계 해야대 키키,나는 아침에 일어나는 거 그거는 평생 싫었는데 요즘은 아침에 일어날 때 몸이 힘들어
80386,물가는 오르는데 급여는 그대로니까 너무 힘들어 키키,나도... 원래 월급보다 적게 받게 되니까 생활이 안된다...
80387,물가는 오르는데 급여는 그대로니까 너무 힘들어 키키,돈은 못 모으고 빠질 건 다 빠지고 통장도 점점 마이너스만 돼간다
80406,벌써부터 학원 엄청 알아보더라 키키 불쌍한 조카 ...,으... 그것도 진짜 골치 아프시겠다...
80408,요즘 조기 교육 열풍 때문에 힘들 내 조카... ㅠㅠ,그치... 우리 때보다 지금 엄청 힘들다고들 하더라
80421,보살필 사람이 없어서 지금은 내가 병 간호 중이긴 해,아휴... 힘들겠다...
80425,지금은 괜찮으셔?,다행이긴 한데 아직도 가끔 아프셔서 끙끙대신다...
80427,나도 요즘 집안일 열심히 하는 중이다,나도 뭐 지금도 가사일 거의다 내가 하려고 하곤 있는데 솔직히 일하고 와서 가사까지 하려니 힘들긴 함...
80563,뭐가 진짜고 가짜인지 찾기 진짜 힘들더라,와 진짜 재밌겠다 키키 나도 한번 봐봐야지 키키1 : 이번에 나온 킹덤-아신전 봤어?
80564,뭐가 진짜고 가짜인지 찾기 진짜 힘들더라,아 이번에 드라마로 안 나오고 영화로 나온 킹덤?
80589,키키 그래도 이전보다 가능성이 열려있으니까 다행이지,나는 가능성이 없어... 포기했으~1 : 요즘은 카카오 맵이나 네이버 지도가 있어서 다행이지 옛날엔 길 찾기 진짜 힘들었다
80596,키키 그래서 그런지 요즘 맛집들 찾기 어려운 곳에 위치해 있어,맞아; 거기다 요즘에는 겉으로 식당 아닌 곳 같은 곳도 있어서 찾기 진짜 힘들더라;
80648,키키 그렇지 키키 나의 연애가 만인들에게 공개되는 게 그렇지,그거 보면 연예인들... 참 힘들겠어; 모든 사람들이 다 알게 되니까;
80652,키키 보니까 반려동물들도 사람 몸처럼 여기저기 자주 아프던데,거기다 먹는 것도 가려야 하고;
80692,키키 나 다시 여름 온 줄 좀 습하기도 하던데,진짜 날씨 때문에 학교 가는 게 더 힘들다니까...
80694,키키 넌 겨울과 여름 중 뭐가 더 나음?,예전에는 겨울이 힘들었는데... 요즘은 여름이 더 힘든 거 같아... 니는?
80695,여름보다 겨울이 나아,나도; 여름이 점점 더 힘들어지고 있어; 땀도 예전보다 더 나고;
80696,키키 우리나라 점점 열대야 기후로 바뀐다는데 큰일 남 키키,이 일을 어째; 진짜 삶이 너무 힘들어;
80697,키키 갑자기 훅 지쳤네 키키 기운 내라 선풍기 틀어,오늘 진짜 너무 힘들다 아이가?
80698,키키 갑자기 훅 지쳤네 키키 기운 내라 선풍기 틀어,먼가 오늘 하루 종일 힘들어;
80699,키키 오늘 날씨가 넘 더웠어서 그런가,몰라; 아침부터 힘들더니... 하루 종일 먼가 피곤하노;1 : 국민 지원금 신청해서 받았어? 키키
80727,나이 들어서 몸 아프면 서글프다 진짜~,맞아. 진짜 그럴 꺼 같다. 힘도 없는데 아프기까지 하면;
80728,키키 그래 그러니까 숨쉬기 운동만 해선 될게 아니라고~,요즘은 숨쉬기 운동도 힘들어... 체력이 완전 바닥이야;
80772,ㅜㅜ 난 요즘 샷추도 한다,커피 안마시고 사는 건 힘들어... 힘들 때마다 얼마나 생각나는데 키키
80782,아휴... 부산은 말도 마... 키키 진짜 운전도 힘들고,키키 그러니까 키키 진짜 별로야 거긴 키키 도로도 이상하고
80784,키키 응... 근데 진짜 집은 주변 인프라도 많이 중요한 거 같아,노노 힘들어서 자주 안 함 키키 거의 대부분 자동 세차 키키
80791,키키 은근히 자동차 실내 청소가 진짜 힘들다,맞어 귀찮아 키키 가을 되면 셀프 세차하러 함 가봐야겠다 키키1 : 요즘 가끔 이직 생각도 하는데 막막하더라 키키
80792,키키 은근히 자동차 실내 청소가 진짜 힘들다,나도 이직 하고 싶은데... 할 수 있은 게 없어서 못한다 ㅠㅠ
80794,아아 ㅜㅜ 맞다 그런 환경도 바뀌니까 적응하기 힘들지,ㅠ 응응 그만두고 싶은데 그래서 못 그만둔다 키키
80795,아아 ㅜㅜ 맞다 그런 환경도 바뀌니까 적응하기 힘들지,이직은 무슨 ㅠㅠ 그만두면 경력 단절이다 키키
80819,그치? 키키 뭔가 등산 간 사진을 프로필로 해야지,키키 웃겨 키키 난 몇 번 끌려 다녔는대 힘들어 등산은 키키
80824,키키 비염이 있어서... 이것도 아빠 닮았음,아… 비염 ㅠㅠ 힘들다 난 햇빛 알러지 이거 아빠 닮았어 키키
80827,키키 영화는 요즘 영화관에서 못 볼 거 아냐 ㅜㅜ,응 못 간 지 한참 됐더 ㅠㅠ 슬프다 ㅠㅠ
80839,찔리면 아프긴 한데 가시 안 세웠을 때 만지면 뭔가 수세미 느낌?,아… 그렇구나... 난 늘 그렇게 세우고 있는 줄 알았는데 키키 아닌가 보네
80850,자꾸 허리를 틀고 그러니까... 갈비뼈 나가나 봐 키키,키키 아... 근데 힘들다더라 은근 골프가1 : 니 심즈 플레이 해봤나 키키 내 최애 게임 키키
80876,아 진짜로? 나는 한 24도 이상 해야 하는 줄 알았는데,아이구 ㅠㅠ 근데 힘들겠다 자영업자들도
80877,내 말이 ㅜㅜ 진짜 제일 피해 많이 받은 거 같다,근대 참 어렵다 ㅠㅠ 거리 두기 풀면 확진자가 확 늘어나고 거리 두기 하려니 자영업자들이 힘들고
80882,노래방 같은 곳은 나도 코로나 이후에 가본 적이 없네 ㅜㅜ 힘들겠다,나도 ㅠㅠ 그렇게 좋아하는 노래방인데 결혼식 전에 가보고 안 간 듯 ㅠㅠ
80883,맞네 ㅜㅜ 우리도 노래방 간 지가 언젠지 기억도 안 나네 키키,키키 ㅜㅠ 슬프다 우리 애들 노래방 참 좋아하는데 키키1 : WHO에서 코로나 관련 발표 들었나 ㅜㅜ
80891,그러게... 키키 내 인생에 전염병으로 힘들어할 줄 몰랐네 21세기에,ㅠㅠ 키키 21세기에 키키 가면 갈수록 더 많은 전염병이 나올 듯1 : 나 이제 머리 매직할 때가 온 거 같다 키키
80892,그러게... 키키 내 인생에 전염병으로 힘들어할 줄 몰랐네 21세기에,야 나도 미용실 가고 싶어 ㅠㅠ 머리 못한지 백만 년
80919,오 대박 키키 근데 그 인원을 그대로 섭외할 수 있을까,힘들긴 하지 ㅠㅠ 이번에도 멤버들 같이 촬영하자 했는데 노홍철이랑 정형돈은 힘들 거 같다고 했대
80920,진짜? ㅜㅜ 노홍철이랑 정형돈은 왜 힘들대?,그냥 뭐 시간 맞추기도 힘들고 그리고 무한도전을 한다는 거에 부담을 느끼는 듯
80955,키키 우와... 키키 막 급발진해서 부딪히면 아프겠지?,...굉장히 아플 거 같은데...ㅠㅠ 아파서 죽을지도 ㅠㅠ1 : 급여에서 세금 떼는 게 너무 아까워
80956,키키 우와... 키키 막 급발진해서 부딪히면 아프겠지?,어 맞아...세금으로 떼는 돈이 많잖아 ㅠㅠ
80960,직장 생활도 많이 나아졌다고는 하지만... 여전히 힘들군,물가가 오르는 만큼 월급도 좀 팍팍 올려줬음 좋겠다 ㅠ
80961,요즘엔 젊은 애들이 자기 목소리를 내니까... 중간에 낀 우리가 힘들다,아 그래 맞다 우리 때랑은 다르다... 키키 꼰대 발언인가...
80972,ㅜㅜ 그래도 고통 없이 가는 거지 뭐 ㅜㅜ 키키,일본에 떨어진 사례 보니... 너무 후유증 심하더라1 : 니 쿠키 만드는 거 배우고 싶다 했지?
80973,ㅜㅜ 그래도 고통 없이 가는 거지 뭐 ㅜㅜ 키키,응응 키키 배우고 싶다 키키 왜?
81049,키키 날씨 잘 맞춰서 가라 ㅜㅜ 비 오면 여행 힘들다,그래 날씨 중요하제...
81050,키키 날씨 잘 맞춰서 가라 ㅜㅜ 비 오면 여행 힘들다,어디가 제일 좋대?
81051,키키 날씨 잘 맞춰서 가라 ㅜㅜ 비 오면 여행 힘들다,그냥 다 좋아? 키키
81075,뭔가 젊은 사람들이 막 데모하고 그러면 골치 아프잖아 ㅜㅜ,근데 그렇게 해야 나라가 발전이 있다고 생각하는데... 키키
81076,뭔가 젊은 사람들이 막 데모하고 그러면 골치 아프잖아 ㅜㅜ,우리나라가 아니라서 다행이다
81174,난 요즘 자격증 공부 중 키키,1급? 그거 힘들지 않냐?
81255,응 나는 되면 장 볼 때 쓰려고,이번에는 좀 줘라 제발...1 : 아프간에서 미군 철수 한댄다... ㄷ ㄷ
81257,엉 8월 말에 싹 다 철수 시키기로 했대,헐 아프간 큰일이네 그럼
81259,근데 아프간 사람들도 너무 의지가 없더라...,그니깐 미국 총기 탈레반에 다 팔고
81538,앗... 슬프구나! ㅜㅜ 나도 엄청 울겠네 키키,강아지 자체로는 슬프진 않은데 내용이 가족 영화라서 그런지 슬펐음
81539,아아... 그래 죽음이란 소재가 나오면 슬프지... ㅜㅜ,맞아 ㅠㅠ 진짜 노래도 좋고 넘 잘 만든 작품임1 : 우리 동네에 새로 생긴 술집 봤어?
81540,아아... 그래 죽음이란 소재가 나오면 슬프지... ㅜㅜ,엥 진짜? 무슨 술집인데?
81578,그러게 이번에 아프간 사건 보면 국방력이 중요하더라,키키 인정 그래도 화생방은 싫어...
81580,그치 키키 근데 그거 말고 유격이 더 힘들대!,키키 그럴 것 같아 다들 대단해 정말1 : 너 스터디 모임 해본 적 있어?
81581,그치 키키 근데 그거 말고 유격이 더 힘들대!,그건 고등학교 다닐 때 해봤어 키키
81602,응 우린 장거리라 항상 여행이지 키키,헉... 장거리 힘들겠다 그래도 만날 때마다 여행은 부럽다
81674,헐 근데 나 바늘 무서워해 아프잖아 ㅠㅠ,침은 얇아서 괜찮지 않을까?
81677,그니깐 키키 주사 바늘도 아프잖아 안 아프는 게 최고,그니까 아프면 안되는데 하나씩 망가져...
81678,그러게 우리가 나이를 먹었다는 징조지 키키,키키 그니까 나이 먹는 게 생각보다 슬프네1 : 너 이번에 재난지원금 받은 걸로 뭐하게?
81693,주변에 항암치료 하시는 분들 보면 되게 고통스러워 하셔,그러게 진짜 치료법이 빨리 더 나왔으면 좋겠다...ㅠㅠ
81718,헐? 언니 나랑 내려가서 자취하자!,좋아 서울 살기 너무 힘들어 ㅜ1 : 언니 저번에 타이어 공기압 낮던데?
81747,아 정말? 제과 너무 힘들지 않아?,응 힘들었어 시험 볼 때 가슴이 두근거렸지!
81771,맞아 근데 얼마 안 있다가 고양이별 갔어 ㅠㅠ,헐 마음 아프다 초산이라 그랬나 봐
81772,그러게 몽실이가 되게 힘들어 하더라,몽실이도 1살밖에 안 먹었잖아
81826,아니야 약간 그 관상이 보이던데... 키키,맞아 이빨 너무 아프대 ㅜ
81828,아 그때가 제일 아프지 ㅠㅠ 밥도 못 먹고,맞아 치킨도 내가 발라줘야 해
81893,그렇지만 서비스직이라 손님 상대도 힘들긴 해 키키 키키,그게 제일 문제지 어렵고…
81903,기다리기 너무 힘들지 않아?,처음에는 많이 힘들었는데 지금은 좀 괜찮아졌어.
81914,응 열심히 해봐 ㅜㅜ 집중이 중요해!,오랜만에 공부하려니 머리가 아프네 키키
81940,맞아 아프지 않고 잘 살아야지!,나중에 한번 보러 갈게~1 : 언니 이번에 올림픽 봤어?
81941,맞아 아프지 않고 잘 살아야지!,웅 올림픽이라면 패럴림픽 말하는 거야?
81989,그러게 유명한 **가 피처링도 해주고 말이야 키키,웅 안 맞을래 너무 아프고 효과가 금방 없어져
81999,응 근데 2차가 정말 아프대 ㅠㅠ,헉 정말? 나 곧 2차 맞는데 두렵다...
82000,그래? 타이레놀 꼭 챙겨 먹구 ㅠㅠ,아프기 전에 챙겨 먹어야지 ㅠㅠ
82046,주거가 해결 안되면 서민들은 계속 힘들어ㅠㅠ,맞아 항상 조금은 나아질까 하고 투표하는데 ㅠㅠ 속상하다
82065,지금까지는 크게 문제 없이 내 성향이랑 잘 맞는 것 같아!,혼자서 잘 하는 성향이라서 그런가 보다 하하 잘됐어!1 : 언니 오늘 아침에 기사 보니까 6월에 휴가 중이던 해군 일병이 자살했다고 하더라구 군대 내 괴롭힘 때문에ㅠㅠ 너무 속상했어
82067,와 그런데 군대에 알리기도 했대 힘들다고ㅠㅠ,응 내 친구가 군대 있을 때도...군대에 무슨 일 생기면 덮는 경우가 많기는 했대 ㅠㅠ 성폭행 이런 것도...
82070,진짜 아버지도 힘드시겠어ㅠㅠ 아들 잃은 상실감도 크고 몸도 아프신데 후 마음이 찢어진다,그러니까...특히 군대 가서 자식 잃으면 나라가 너무 원망스러울 거 같아...
82090,나도 조카한데 서울대공원 데려간다고 했거든 동물 보여주러 동물들이 갇혀있어서 마음이 아프지만 다양한 동물들 보여주고 싶기도 해 ㅠㅠ,맞아 ㅠㅠ 그리고 놀이동산도 있고! 놀이터도 잘되어 있고 잔디밭도 넓어서 진짜 꼭 같이 가고 싶어
82098,아니 제주도여서 애매데스야 서울이였음 고민도 안하고 갔을 텐데 ㅠㅠ,아 제주도면...힘들 거 같은데...? ㅠㅠ나 같아도
82099,그렇지? ㅠㅠ 아무튼 시간 되면 얼굴이나 보자고 했어 키키 멀지 않아 가지고 집이!,응응...진짜 집 근처에서 보는 게 더 효율적이겠다 ㅠㅠ 지방 결혼식 너무 힘들어
82100,그렇지 ? ㅠㅠ 결혼식 준비도 엄청 복잡하더라구ㅠㅠ,그러니까 ㅠㅠ 아니 근데 서울 살면서 제주에서 식 하는 거 준비하려면 진짜 힘들겠다
82152,헉 진짜? ㅠㅠ 아 속상하다... 아 휴 ㅠㅠ 에고 정말 사고가 끊이질 않네 ㅠㅠ,아파트 외벽 청소하던 20대도 추락사 했대 ㅠㅠ 너무 슬프다...
82184,ㅠㅠ 아 진짜? 후 나는 수술한 이후로 소화가 안돼서 화장실 진짜 엄청 자주 가는데 그게 너무 힘들고 무조건 집에서 가야 해서 바쁘다 바빠야ㅠㅠ,하하 집에서 있는 시간이 줄어서 그런가 봐 ㅠㅠ
82185,ㅠㅠ 아 진짜? 후 나는 수술한 이후로 소화가 안돼서 화장실 진짜 엄청 자주 가는데 그게 너무 힘들고 무조건 집에서 가야 해서 바쁘다 바빠야ㅠㅠ,흑흑 화장실 잘 가는 것도 중요해
82217,오 집중 잘한다 나는 잘못하거든 ㅠㅠ영화관 아니면,혼자 사는 사람들이라고 공승연 나오는 건데 뭔가 공감도 되고 마음도 아프고 하하 그렇더라
82453,키키 나도 1도 몰라 근데 요즘 유행이랭,그렇지... 결혼이 넘 힘들 거 같아 키키
82483,키키 왱 아예 시작을 말아야 한다?,키키 하다 보니 힘들기도 하고 사도 사도 끝이 없고 키키
82517,아 할미들 ㄷㄷ 그래 애 있는 집은 참 그거 자주 하더라,응... 너무 힘들다 엄마는 키키1 : 헉 또 확진자가 2000명이  넘었네...?
82524,헐랭 그럼 넌 가정 보육 하는 편이야?,그러니까 엄마들도 그냥 등원 시켜 ㅠㅠ 힘들기도 하고
82525,엥 그게 뭐야 학원비 얼만뎅...?,응 2달 정도 가정 보육 했는데 이게 엄마도 아기도 힘들잖아 사실...
82603,자가 아파트에서 국가에서 준 지원금으로 맛있는 야식을 먹는다라... 내가 원하는 삶이야 정말,와 언덕이 힘들다 야
82644,왕따랑 선임들 괴롭힘 때문에 휴가 나와서 자택에서 자살했대,헐… 아니 그거 보면서 느낀 건데 왜 저렇게 나만 당할 수 없다는 마인드 들이지
